标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接
区政府 配套齐全 业主急售...,"中港华庭 , 区政府",1室1厅,50平米,东,,26层 ,,塔楼,19.8 万,3960 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105112984971.html
朝南向中间楼层看花园。安静舒适。,"星河丹堤S2区 , 南站新城",4室2厅,93.43平米,东南,毛坯,33层 ,,板塔结合,118 万,12630 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105112685026.html
吾悦商圈 南北通户型 配套成熟,"海惠花园二区 , 吾悦广场",3室2厅,124.04平米,南 北,毛坯,18层 ,,塔楼,55 万,4435 元,2,,,VR房源 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105118830141.html
户型方正，采光好，视野好，无遮挡,"新华联广场 , 大亚湾中心区",3室2厅,88.61平米,北,简装,32层 ,,板塔结合,50 万,5643 元,5,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105116105001.html
全新未住，业主诚意出售，南北向看花园，中间楼层,"龙湖天宸原著花园 , 河南岸",4室2厅,138.01平米,南,精装,中楼层(共33层) ,,塔楼,209 万,15144 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105118908790.html
过渡 入手 经济实惠 光线良好,"湖溪新苑 , 水口",3室2厅,90.94平米,东北,简装,高楼层(共8层) ,,板塔结合,27 万,2969 元,0,,,VR看装修 | 房本满五年,https://hui.lianjia.com/ershoufang/105119578520.html
精装修南北通透大4房2卫看一线江景无遮挡海伦湾,"海伦堡海伦湾 , 东平",4室2厅,131.92平米,南 北,精装,中楼层(共32层) ,,板塔结合,138 万,10461 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105120053667.html
一线临深金辉优步学府精装修3业主诚心急售,"金辉优步学府 , 白云新城",3室2厅,94.67平米,南,,32层 ,,板塔结合,59 万,6233 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105122013842.html
刚需实用户型，业主诚心出售，毛坯，有证，大社区,"光耀荷兰小城 , 陈江",3室2厅,80.19平米,北,毛坯,33层 ,,板塔结合,35 万,4365 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105114187200.html
海景城大4房2卫  精装带家私电器   滨海公园旁,"海景城 , 澳头",4室2厅,120.47平米,南,,33层 ,,板塔结合,70 万,5811 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105117534755.html
楼龄新，户型方正朝南，红本在手，业主诚心出售,"星河丹堤V2区 , 南站新城",3室2厅,100.1平米,南,毛坯,32层 ,,塔楼,100 万,9991 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105120433117.html
南北通三房两卫，采光好，安静，绿化舒适，生活便利。,"新力城二期 , 水口",3室2厅,117.86平米,东,毛坯,中楼层(共32层) ,,板楼,80 万,6788 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121572991.html
正南向海景，视野开阔，户型方正，采光好，绿化高小区,"碧桂园十里银滩海悦湾 , 十里银滩",2室1厅,69.7平米,东南 南 西南,精装,30层 ,,板塔结合,29.8 万,4276 元,0,,,VR房源 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105117595023.html
户型好，价格便宜，适合居家  ，楼下有公交车站,"DADA的草地 , 大亚湾中心区",4室2厅,105.14平米,南 北,毛坯,32层 ,,板塔结合,30 万,2854 元,21,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105119491291.html
高品质大型小区、环境好，深圳与惠州交界处，楼层好,"牧云溪谷二期云尚 , 新圩",3室1厅,88.02平米,东南,精装,29层 ,,塔楼,109 万,12384 元,0,,21天以前发布,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105122344936.html
此房原值高，税费少  精装修 户型方正，采光好，,"荣盛御景澜湾 , 澳头",3室2厅,90.21平米,南,精装,33层 ,,板塔结合,47 万,5211 元,1,,,VR房源 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121753359.html
中间楼层，刚需三房，采光充足，读德威,"中信水岸城7期 , 东江新城",3室2厅,88.5平米,南,毛坯,32层 ,,板塔结合,88 万,9944 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105118831535.html
房子是复式的，上下两层，已经做好阁楼,"龙光城南一期 , 龙光城",7室2厅,123.5平米,南,,30层 ,,板塔结合,93.8 万,7596 元,0,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105120089929.html
山湖海上城4房2厅1卫    环境好  交通便利,"山湖海上城 , 惠东县城",4室2厅,116平米,南,精装,32层 ,,塔楼,52.8 万,4552 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105121846423.html
户型方正采光通透明亮，好楼层，东南朝向,"牧云溪谷·和悦府 , 新圩",4室2厅,115.67平米,东南,毛坯,31层 ,,板塔结合,127 万,10980 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122081659.html
楼层好，视野开阔，采光好，通风好，税费少,"卓越东部蔚蓝海岸三期 , 西区新寮",3室2厅,84.97平米,南,毛坯,33层 ,,板塔结合,54 万,6356 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121081211.html
名流印象3房，使用率高，可拎包入住的装修，随时看房,"名流印象 , 河南岸",3室2厅,88平米,东北,精装,中楼层(共23层) ,,板塔结合,63.8 万,7250 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122155893.html
大亚湾，二房二厅，精装修，业主诚心卖,"当代上品湾花园 , 澳头",2室2厅,74平米,东南,精装,34层 ,,板塔结合,35 万,4730 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121843686.html
此房满五年，小区安静，看房方便，业主诚心出售。,"德丰·五月花花园 , 西区新寮",1室1厅,31.14平米,南,精装,8层 ,,板塔结合,21 万,6744 元,0,,,VR看装修,https://hui.lianjia.com/ershoufang/105121320942.html
梵高的花园精装2房，南向看花园，楼层好，视野开阔,"梵高的花园 , 江北",2室1厅,85.14平米,南,,高楼层(共31层) ,,板塔结合,88 万,10336 元,0,,,VR房源 | 房本满两年,https://hui.lianjia.com/ershoufang/105121725366.html
乙府标准大3房，朝南安静，附带一个200平独立大露台,"隆生西江花园 , 东江新城",3室2厅,121.76平米,南,,低楼层(共28层) ,,塔楼,148 万,12156 元,0,,27天以前发布,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105122298718.html
中信水岸城 一线江景  无遮挡  全新毛坯  通风好,"中信水岸城二三期 , 东江新城",4室2厅,170平米,南 北,毛坯,29层 ,,板楼,177 万,10412 元,2,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105119799624.html
雅居乐御宾府毛坯三房业主诚意出售,"御宾府 , 龙丰",3室2厅,109平米,南 北,毛坯,高楼层(共29层) ,,塔楼,80 万,7340 元,3,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105112969723.html
鼎峰国汇山 大花园社区 精装修南北4房 视野好 安静,"鼎峰国汇山 , 江北",4室2厅,124.75平米,南,精装,低楼层(共28层) ,,板塔结合,159 万,12746 元,0,,,VR房源 | 房本满五年,https://hui.lianjia.com/ershoufang/105122106902.html
业主诚心出售 次新小区 朝南向 采光好 户型靓,"东方铂悦府 , 新行政区",3室2厅,89.79平米,东南,毛坯,29层 ,,板塔结合,60 万,6683 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121382595.html
山姆会员店旁世纪金湖花园 小区环境安静,"世纪金湖花园 , 河南岸",4室2厅,116.79平米,南,毛坯,31层 ,,板塔结合,108 万,9248 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105113811126.html
格局方正，视野开阔，朝南 近地铁低总价买到三房,"天域花园 , 白云新城",3室2厅,71.94平米,南,毛坯,17层 ,,塔楼,32.8 万,4560 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122148602.html
南贸花园 88平带装修三房 钥匙看房诚心出售,"南贸花园 , 水口",3室2厅,88平米,东南,,中楼层(共17层) ,,塔楼,69 万,7841 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122150719.html
业主房子诚心出售，楼层好，方便看房,"东方铂悦府 , 新行政区",3室2厅,87.34平米,南,毛坯,32层 ,,板塔结合,61 万,6985 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105117849073.html
户型方正采光好 面积使用率高 大阳台 精装修,"中兴佳苑 , 大亚湾中心区",4室2厅,108.9平米,南 北,,26层 ,,塔楼,42 万,3857 元,1,,20天以前发布,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105122347998.html
儿童公园 比亚迪御蓝湾南北通毛坯四房,"御蓝湾花园 , 万达",4室2厅,101.14平米,南 北,毛坯,17层 ,,板塔结合,58 万,5735 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105115861812.html
中洲云睿府，三房，次新房，山姆会员店，金山湖医院,"中洲云睿府 , 河南岸",3室2厅,88.27平米,南,毛坯,30层 ,,塔楼,80 万,9064 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105122104828.html
户型方正，采光好，视野好，无遮挡,"听涛雅苑 , 大亚湾中心区",2室1厅,32.77平米,东,简装,7层 ,,板塔结合,19.2 万,5860 元,0,,,VR房源 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105119739112.html
红本房，交易快捷，东南朝向，楼层高，阳台看湖景,"泰丰牧马湖 , 万达",3室2厅,89.99平米,南 东,毛坯,33层 ,,板楼,67 万,7446 元,3,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105115675240.html
侨城水岸 大社区 140平大4房 双阳台,"侨城水岸 , 惠东县城",4室2厅,140.22平米,东南,毛坯,高楼层(共24层) ,,板塔结合,133.5 万,9521 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105119849670.html
合生大社区 精装四房 中间楼层 南向看花园,"合生·上观国际 , 水口",4室2厅,159.89平米,南,精装,中楼层(共29层) ,,塔楼,120 万,7506 元,0,,,VR看装修 | 房本满五年,https://hui.lianjia.com/ershoufang/105121469309.html
大社区成熟片区，绿化环境空气好生活便利，鹿江花园,"合生·上观国际 , 水口",3室2厅,92平米,南 北,精装,中楼层(共18层) ,,塔楼,78 万,8479 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105121735972.html
惠州南站满五年星河丹堤物业成熟社区山景洋房学府相伴,"星河丹堤E区 , 南站新城",3室2厅,92.64平米,南 北,毛坯,32层 ,,,78 万,8420 元,40,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105106906261.html
想要一线海景又要价格实惠的来看房，楼下海边绿道,"合生海角一号 , 十里银滩",1室1厅,41平米,南,精装,19层 ,,板塔结合,12.8 万,3122 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121980289.html
水岸城二三期88平3房，户型方正可看江景,"中信水岸城二三期 , 东江新城",3室2厅,88平米,东南,简装,25层 ,,板楼,78 万,8864 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122235402.html
间层通风采光好，业主诚心出售卖，,"悦玺公馆 , 澳头",4室2厅,118.42平米,东南,,33层 ,,板塔结合,50 万,4223 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105119580171.html
东山森林公园旁边 四季嘉园，架空式园林,"华泓四季嘉园 , 博罗中心区",1室2厅,55平米,南 西南,精装,28层 ,,板塔结合,23 万,4182 元,0,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105122170292.html
次新鹿江风华带露台  湿地公园鹿江旁 四房大客厅,"新城鹿江风华 , 水口",4室2厅,122平米,南 北,毛坯,低楼层(共33层) ,,板塔结合,108 万,8853 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105117219397.html
临深精装4房看河景花园2022年的新小区,"曦悦湾畔花园 , 西区新寮",4室2厅,98.28平米,西南,精装,33层 ,,板塔结合,75 万,7632 元,3,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105120246036.html
临深片区，保利阳光城精装修三房 拎包入住,"保利阳光城 , 白云新城",3室2厅,80.06平米,北,精装,33层 ,,板塔结合,56 万,6995 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121190382.html
楼层漂亮 二期带地下室 采光好 钥匙在公司 随时可以看,"富川瑞园 , 惠环",4室2厅,122.79平米,南,精装,高楼层(共32层) ,,板塔结合,74 万,6027 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121179147.html
业主急售，红本在手，随时可以看房,"口岸外商公寓 , 惠环",1室1厅,58.58平米,南,简装,9层 ,,板塔结合,13 万,2220 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121593382.html
满五唯一无个税 红本在手无欠款 南北通透得房率高,"锦绣学府 , 澳头",4室2厅,107.76平米,东南 北,毛坯,30层 ,,板塔结合,66 万,6125 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105115618783.html
复式上下楼层 使用率高 业主诚心出售,"富川瑞园 , 惠环",2室2厅,46.24平米,南,毛坯,高楼层(共20层) ,,板塔结合,23 万,4975 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105122104157.html
海伦堡南北通透看花园 视野开阔 户型方正 生活便利,"海伦堡爱Me城市 , 澳头",3室2厅,102.77平米,南 北,毛坯,32层 ,,板塔结合,45 万,4379 元,4,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105112297396.html
中楼层，精装，保养很好，拎包入住，视野开阔,"星河丹堤F区 , 南站新城",3室2厅,90.91平米,东北,精装,34层 ,,板塔结合,83 万,9130 元,4,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105117206462.html
水岸城六期自住精装三房两厅一卫看花园拎包入住,"中信水岸城六期 , 东江新城",3室2厅,87.07平米,东南,精装,中楼层(共32层) ,,板楼,99 万,11371 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121327262.html
隆生一期南北通双阳台大4房，好楼层无欠款，业主诚心,"隆生仲恺花园 , 陈江",4室2厅,127.82平米,南 北,,31层 ,,塔楼,93 万,7276 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105120813695.html
"户型方正视野开阔配套完善,诚意出售","金地天润自在城一期 , 西区新寮",4室2厅,100.12平米,南,精装,33层 ,,板塔结合,88.88 万,8878 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121790537.html
方直城市时代2房，业主急售，随时可以看房,"城市时代 , 河南岸",2室2厅,76.77平米,西,精装,中楼层(共22层) ,,板塔结合,68 万,8858 元,0,,23天以前发布,VR房源 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105122326840.html
澳头菁华园沃尔玛门口3房朝南精装修,"菁华园 , 澳头",3室2厅,107.09平米,南,精装,中楼层(共20层) ,,板塔结合,55 万,5136 元,0,,17天以前发布,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105122378469.html
华冠花园 2室2厅 北,"华冠花园 , 大亚湾中心区",2室2厅,42.76平米,北,精装,26层 ,,板塔结合,25 万,5847 元,0,,,VR看装修,https://hui.lianjia.com/ershoufang/105118731157.html
大湖溪山水龙城 南北通三房两卫 户型使用率高 有钥匙,"宝安山水龙城 , 水口",3室2厅,87.07平米,西北,毛坯,高楼层(共27层) ,,塔楼,60 万,6892 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121860121.html
高榜山庄-高榜山下红花湖旁闹中取静宜居社区,"高榜山庄 , 龙丰",4室2厅,189.73平米,南 北,毛坯,高楼层(共9层) ,,,160 万,8434 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105120332283.html
雍景湾 南北通透4房 高楼层 视野好 无遮挡,"中骏雍景湾南区 , 河南岸",4室2厅,116.74平米,南 北,毛坯,高楼层(共30层) ,,板塔结合,119.8 万,10263 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105114808975.html
双城峰景精 装3房2卫 楼下商 业体 生活方便,"双城峰景 , 博罗石湾",3室2厅,96平米,南,精装,27层 ,,板塔结合,72 万,7500 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105121685821.html
益田万达双商圈，二房两厅采光好1,"东部阳光花园 , 万达",2室2厅,81.08平米,东南 南,精装,31层 ,,板塔结合,51 万,6291 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105120904000.html
儿童公园旁，精装3房 视野开阔 采光好，业主急售,"恒大悦龙台 , 万达",3室1厅,85.92平米,南,精装,32层 ,,板塔结合,63 万,7333 元,0,,,VR房源 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121989876.html
东山森林公园旁边 四季嘉园，架空式园林,"华泓四季嘉园 , 博罗中心区",1室2厅,55平米,南 西南,精装,28层 ,,板塔结合,23 万,4182 元,0,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105122170292.html
次新鹿江风华带露台  湿地公园鹿江旁 四房大客厅,"新城鹿江风华 , 水口",4室2厅,122平米,南 北,毛坯,低楼层(共33层) ,,板塔结合,108 万,8853 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105117219397.html
业主急售，红本在手，随时可以看房,"口岸外商公寓 , 惠环",1室1厅,58.58平米,南,简装,9层 ,,板塔结合,13 万,2220 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121593382.html
惠州南站满五年星河丹堤物业成熟社区山景洋房学府相伴,"星河丹堤E区 , 南站新城",3室2厅,92.64平米,南 北,毛坯,32层 ,,,78 万,8420 元,40,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105106906261.html
想要一线海景又要价格实惠的来看房，楼下海边绿道,"合生海角一号 , 十里银滩",1室1厅,41平米,南,精装,19层 ,,板塔结合,12.8 万,3122 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121980289.html
水岸城二三期88平3房，户型方正可看江景,"中信水岸城二三期 , 东江新城",3室2厅,88平米,东南,简装,25层 ,,板楼,78 万,8864 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122235402.html
大亚湾，二房二厅，精装修，业主诚心卖,"当代上品湾花园 , 澳头",2室2厅,74平米,东南,精装,34层 ,,板塔结合,35 万,4730 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121843686.html
楼层好，视野开阔，采光好，通风好，税费少,"卓越东部蔚蓝海岸三期 , 西区新寮",3室2厅,84.97平米,南,毛坯,33层 ,,板塔结合,54 万,6356 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121081211.html
名流印象3房，使用率高，可拎包入住的装修，随时看房,"名流印象 , 河南岸",3室2厅,88平米,东北,精装,中楼层(共23层) ,,板塔结合,63.8 万,7250 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122155893.html
满五唯一无个税 红本在手无欠款 南北通透得房率高,"锦绣学府 , 澳头",4室2厅,107.76平米,东南 北,毛坯,30层 ,,板塔结合,66 万,6125 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105115618783.html
秋谷林海 原价高  满五唯一无个税 四房 南北通透,"秋谷·林海 , 比亚迪商圈",4室2厅,87.19平米,南 北,精装,26层 ,,板塔结合,55 万,6309 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121959258.html
房子旁边就是天虹还有大润发楼下的商铺也全部营业,"中梁V城市 , 开城大润发",2室2厅,57平米,南,,31层 ,,板塔结合,30 万,5264 元,3,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105117133859.html
复式上下楼层 使用率高 业主诚心出售,"富川瑞园 , 惠环",2室2厅,46.24平米,南,毛坯,高楼层(共20层) ,,板塔结合,23 万,4975 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105122104157.html
万达商圈金龟山大峡谷一期业主诚意出售,"御玺山大峡谷一期 , 比亚迪商圈",2室1厅,75平米,南,,32层 ,,板塔结合,32.5 万,4334 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105121758256.html
龙光城南四期 装修三房 朝南看山景 满五唯一 配套齐全,"龙光城南四期 , 龙光城",3室2厅,89平米,东南,简装,34层 ,,板塔结合,77 万,8652 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105121793746.html
海伦堡南北通透看花园 视野开阔 户型方正 生活便利,"海伦堡爱Me城市 , 澳头",3室2厅,102.77平米,南 北,毛坯,32层 ,,板塔结合,45 万,4379 元,4,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105112297396.html
中楼层，精装，保养很好，拎包入住，视野开阔,"星河丹堤F区 , 南站新城",3室2厅,90.91平米,东北,精装,34层 ,,板塔结合,83 万,9130 元,4,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105117206462.html
