标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接
随时看房满五唯一；拎包入住很新；业主诚意出售,"万科金色悦府 , 宵边",3室2厅,97.61平米,南,精装,25层 ,,板塔结合,246 万,25203 元,0,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105120883823.html
此房是满五唯一，房子是精装房，，户型方正，视野开阔,"金地城南艺境 , 道滘镇",3室2厅,97.02平米,南,精装,33层 ,,塔楼,118 万,12163 元,6,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105118622062.html
虎门天虹楼上朝南三房两卫出售小区大环境好商配集中,"地标广场 , 地标",3室2厅,106.84平米,南,精装,28层 ,,板塔结合,225 万,21060 元,0,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105121692204.html
电梯朝南两房，业主急卖，价格还可以沟通,"东泰花园明华苑 , 东泰",2室1厅,81.31平米,西南,简装,中楼层(共8层) ,,板楼,88 万,10823 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120231316.html
满5唯一.采光通风比较好家私电器全新,"尚书银座 , 东莞图书馆",2室1厅,43.05平米,西南,简装,低楼层(共23层) ,,塔楼,75 万,17422 元,0,,,近地铁 | VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121361930.html
第一国际 105平两房 高楼层 地铁口房源 满五,"第一国际 , 东莞图书馆",2室1厅,105.35平米,东北,精装,高楼层(共22层) ,,塔楼,230 万,21832 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120416324.html
神洲大厦电梯大户型四房出售，采光通风好,"神洲大厦 , 虎门公园",4室2厅,146.98平米,东南,精装,中楼层(共12层) ,,塔楼,125 万,8505 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120955371.html
鼎峰品筑大两房，带花园院子，满五唯一，不欠款,"鼎峰品筑 , 寮步",2室2厅,78.27平米,南,简装,低楼层(共18层) ,,塔楼,86 万,10988 元,5,,,VR房源 | 房本满五年,https://dg.lianjia.com/ershoufang/105120785820.html
此房户型格局好，采光通风，小区环境舒适,"南峰华桂园 , 清溪镇",3室2厅,100.15平米,东南,毛坯,13层 ,,板塔结合,138 万,13780 元,0,,,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105118090262.html
此房不欠款，电梯加装中，朝南光线通风好,"飞龙山庄 , 黄河中心",3室2厅,101.03平米,南,简装,中楼层(共8层) ,,塔楼,98 万,9701 元,6,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105119750757.html
山谷四房出售户型通风好看房方便中高楼层,"汇景城市山谷 , 清溪镇",4室2厅,126平米,南 北,简装,24层 ,,板塔结合,165 万,13096 元,0,,,VR看装修,https://dg.lianjia.com/ershoufang/105121629524.html
临深品质楼盘，高层视野彩光好，安静，业主急卖,"中信红树山 , 黄江镇",3室2厅,101.24平米,东,精装,34层 ,,塔楼,125 万,12347 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120316402.html
精装电梯三房 近市场、交通便利,"富雅花园 , 花园新村",3室1厅,99.85平米,东南,精装,12层 ,,塔楼,89 万,8914 元,2,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105118075360.html
户型通透 视野开阔 无欠款 交易周期短,"松湖碧桂园一期 , 大岭山镇",3室2厅,119.73平米,西南,简装,33层 ,,板塔结合,188 万,15702 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121914936.html
高层朝东采光好  毛坯清水房  满五唯一没欠款,"联佳大厦 , 东莞行政中心区",2室2厅,95.85平米,东,毛坯,高楼层(共23层) ,,塔楼,150 万,15650 元,2,,,近地铁 | VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105120854259.html
电梯中高层  可复式可平层毛坯次新房 近人民医院,"瀚柏·青柠时代 , 客运总站",1室1厅,32.26平米,南,毛坯,高楼层(共16层) ,,塔楼,13.86 万,4297 元,2,,,房本满两年 | 随时看房,https://dg.lianjia.com/ershoufang/105120472387.html
嘉誉中高层，看花园的，大四房，安静宜居。,"碧桂园信鸿嘉誉2期 , 麻涌镇",4室2厅,140.55平米,北 南,,17层 ,,塔楼,160 万,11384 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120051438.html
此房满五不唯一 户型方正 阳台方正,"清华居 , 水濂山",4室2厅,160.44平米,东南,,中楼层(共10层) ,,板楼,360 万,22439 元,0,,,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105121783118.html
华讯大宅，朝南两房，业主诚意出售,"华讯大宅 , 石龙镇",2室2厅,76.79平米,南,毛坯,低楼层(共19层) ,,,70 万,9116 元,0,,20天以前发布,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105122357099.html
产权清晰，高楼层采光视野好，配套完善,"美好名流印象花园三期 , 凤岗镇",3室2厅,88.97平米,南,简装,29层 ,,板塔结合,125 万,14050 元,1,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121398058.html
南部湾高楼层全新未入住4房，诚售,"南部湾万科城 , 大宁",4室1厅,118.87平米,东南,简装,高楼层(共34层) ,,板塔结合,232 万,19518 元,1,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105122005355.html
碧桂园  业主自住四房    装修好,"碧桂园松湖珑悦 , 寮步",4室2厅,124.35平米,东南,精装,中楼层(共23层) ,,塔楼,238 万,19140 元,0,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105120900600.html
南部湾万科云城优质房源，诚意出售,"南部湾万科城 , 大宁",3室2厅,94.92平米,东 西,精装,低楼层(共18层) ,,塔楼,148.5 万,15645 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105119195501.html
春晓单间 采光好 高楼层 看黄旗山灯笼 国贸夜景,"光大景湖春晓 , 西平",1室0厅,35.04平米,北,精装,11层 ,,板楼,40 万,11416 元,3,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105116003294.html
欧景城 精装三房 南北对流 满5唯一 拎包可入住,"深业欧景城 , 宏远北",3室1厅,95.9平米,南,精装,高楼层(共14层) ,,板塔结合,142 万,14808 元,0,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120430907.html
虎门天虹楼上朝南三房两卫出售小区大环境好商配集中,"地标广场 , 地标",3室2厅,106.84平米,南,精装,28层 ,,板塔结合,225 万,21060 元,0,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105121692204.html
山景房，南。北对流，带精装，高楼层视野开阔,"名流印象花园二期 , 凤岗镇",3室2厅,88平米,东南,精装,33层 ,,板塔结合,140 万,15910 元,1,,,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105118580627.html
香港街三房 装修新 面向小区花园 景观好 看房方便,"香港街 , 八达路",3室2厅,110.03平米,西北,精装,17层 ,,板塔结合,198 万,17996 元,0,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105122172940.html
盛世华庭 2室1厅 西南,"盛世华庭 , 横沥镇",2室1厅,76.4平米,西南,,中楼层(共9层) ,,板塔结合,56 万,7330 元,1,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105122056940.html
虎门万达商圈地铁口精装三房 2015年小区精装修出售,"虎门客天下 , 万达",3室2厅,92平米,南,,中楼层(共27层) ,,板楼,133 万,14457 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105114896009.html
帝豪花园，二手房中的温馨小窝，一楼88平方带前后花园,"帝豪花園 , 樟木头镇",3室1厅,88平米,南,简装,低楼层(共7层) ,,塔楼,88 万,10000 元,2,,,VR房源 | 随时看房,https://dg.lianjia.com/ershoufang/105119072902.html
蔚蓝星湖大社区 户型方正 直通地下车库 采光好,"蔚蓝星湖 , 上下桥",3室1厅,110.48平米,北,简装,中楼层(共11层) ,,塔楼,135 万,12220 元,0,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121091144.html
万科物业小区，大社区，好楼层。,"香树丽舍 , 南城车站",2室2厅,68.92平米,西北,,高楼层(共18层) ,,塔楼,98 万,14220 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121486148.html
业主诚心急卖，租客稳定在住，可住可租,"光大景湖春晓 , 西平",1室0厅,27.35平米,北,精装,11层 ,,板楼,33 万,12066 元,4,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105110998460.html
楼层好，满五唯一，省税费，业主自住，带精装,"华南花园 , 石龙镇",3室2厅,110.75平米,西南 西,精装,28层 ,,板塔结合,51 万,4605 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120936748.html
天虹商圈，精装三房出售，满五唯一省个税业主诚意出售,"地标大厦 , 地标",3室2厅,87.31平米,南 北,精装,低楼层(共25层) ,,塔楼,110 万,12599 元,12,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105117308429.html
沿江高速口南栅富民花园96平方三房带天台花园诚心出售,"富民花园 , 太平广场",3室2厅,96平米,北,简装,高楼层(共7层) ,,板塔结合,61 万,6355 元,10,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105110581030.html
位置好！生活配套齐全，交通方便。,"万荟时代 , 大朗镇",2室2厅,84.96平米,东南,,低楼层(共24层) ,,塔楼,95 万,11182 元,1,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105121754511.html
沙田庄士8号 双阳台 大3房 装修很好 保养很新,"沙田碧桂园滨江豪园 , 沙田镇",3室1厅,118.77平米,南,精装,27层 ,,塔楼,126 万,10609 元,2,,,VR看装修 | 房本满两年 | 随时看房,https://dg.lianjia.com/ershoufang/105117427533.html
正丰精装大三房低价出售，业主诚意出售,"正丰豪苑 , 桥头镇",3室2厅,106.95平米,东 东南,简装,6层 ,,板塔结合,70 万,6546 元,0,,8天以前发布,VR房源 | 房本满五年,https://dg.lianjia.com/ershoufang/105122490097.html
碧桂园时代城大2房，重新装修户型方正，业主诚心出售,"碧桂园时代城 , 塘厦镇",2室2厅,83.31平米,南,精装,25层 ,,板塔结合,80 万,9603 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121608463.html
长安花园精装两房，朝南视野好，业主诚心出售,"长安花园 , 长安新区",2室1厅,78.26平米,南,精装,11层 ,,塔楼,120 万,15334 元,2,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121414883.html
城区 繁华地段 优选小户型 轻松置业无压力,"富洋楼 , 花园新村",1室1厅,42.41平米,东北,简装,8层 ,,板塔结合,18 万,4245 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121649776.html
此房位于花园中间位，高层朝南 满五唯一 通风采光良好,"光大景湖春晓 , 西平",3室2厅,102.6平米,南,精装,18层 ,,板楼,215 万,20956 元,3,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105112305061.html
万科紫台190平方精装4房2厅3卫出售,"万科紫台 , 地标",4室2厅,190平米,西,精装,中楼层(共26层) ,,板塔结合,315 万,16579 元,4,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120992113.html
此房是满五唯一，房子是精装房，，户型方正，视野开阔,"金地城南艺境 , 道滘镇",3室2厅,97.02平米,南,精装,33层 ,,塔楼,118 万,12163 元,6,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105118622062.html
第一国际 105平两房 高楼层 地铁口房源 满五,"第一国际 , 东莞图书馆",2室1厅,105.35平米,东北,精装,高楼层(共22层) ,,塔楼,230 万,21832 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120416324.html
春晓单间 采光好 高楼层 看黄旗山灯笼 国贸夜景,"光大景湖春晓 , 西平",1室0厅,35.04平米,北,精装,11层 ,,板楼,40 万,11416 元,3,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105116003294.html
电梯中高层  可复式可平层毛坯次新房 近人民医院,"瀚柏·青柠时代 , 客运总站",1室1厅,32.26平米,南,毛坯,高楼层(共16层) ,,塔楼,13.86 万,4297 元,2,,,房本满两年 | 随时看房,https://dg.lianjia.com/ershoufang/105120472387.html
南部湾高楼层全新未入住4房，诚售,"南部湾万科城 , 大宁",4室1厅,118.87平米,东南,简装,高楼层(共34层) ,,板塔结合,232 万,19518 元,1,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105122005355.html
神洲大厦电梯大户型四房出售，采光通风好,"神洲大厦 , 虎门公园",4室2厅,146.98平米,东南,精装,中楼层(共12层) ,,塔楼,125 万,8505 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120955371.html
高层朝东采光好  毛坯清水房  满五唯一没欠款,"联佳大厦 , 东莞行政中心区",2室2厅,95.85平米,东,毛坯,高楼层(共23层) ,,塔楼,150 万,15650 元,2,,,近地铁 | VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105120854259.html
嘉誉中高层，看花园的，大四房，安静宜居。,"碧桂园信鸿嘉誉2期 , 麻涌镇",4室2厅,140.55平米,北 南,,17层 ,,塔楼,160 万,11384 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105120051438.html
花小旁富雅花园电梯2房精装修 通风采光好,"富雅花园 , 花园新村",2室1厅,61.8平米,西南,,12层 ,,塔楼,68 万,11004 元,0,,19天以前发布,VR房源 | 房本满两年,https://dg.lianjia.com/ershoufang/105122370224.html
曼克顿复式一房带精装诚意出售，钥匙看房,"曼克顿酒店公寓 , 常平镇",1室1厅,42.41平米,东,精装,低楼层(共23层) ,,板塔结合,17 万,4009 元,2,,,VR房源 | 房本满两年 | 随时看房,https://dg.lianjia.com/ershoufang/105121824166.html
急出售，价格优惠，拎包入住，个楼层保养好,"万科松湖传奇 , 寮步",2室1厅,65.15平米,南,精装,中楼层(共21层) ,,板塔结合,82 万,12587 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105122067850.html
新世纪颐和居 满五唯一体育公园旁 万达地铁口。,"新世纪颐和居 , 厚街镇",4室2厅,96.98平米,北,精装,23层 ,,塔楼,130 万,13405 元,6,,,近地铁 | VR房源 | 房本满五年,https://dg.lianjia.com/ershoufang/105116301988.html
新上碧桂园天钻电梯四房楼层位置好随时看房,"松湖碧桂园·天钻 , 大岭山镇",4室2厅,116平米,西南,精装,中楼层(共32层) ,,塔楼,218 万,18794 元,0,,,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105121933611.html
全屋定制，满五唯一，楼层好视野开阔无遮挡，东南朝向,"圣河西E号 , 白马",1室1厅,54.18平米,东南,,中楼层(共27层) ,,塔楼,89 万,16427 元,0,,,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105121930241.html
全新装修 一房一厅户型 高楼层 地铁口 朝西南,"第一国际 , 东莞图书馆",1室1厅,75.24平米,西南,,中楼层(共28层) ,,塔楼,98 万,13025 元,0,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105115942670.html
毛坯2房少有在卖，朝南通风，采光很好,"金域中央四期 , 南城车站",2室2厅,93.49平米,南,毛坯,中楼层(共26层) ,,板塔结合,145 万,15510 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105117383736.html
精装修，保养新，朝南， 业主急售,"中央财津 , 三元里",1室1厅,46.16平米,南,精装,26层 ,,板塔结合,53 万,11482 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105119709749.html
次新小区，无欠款，保利央企，密码看房,"保利首铸天际 , 胜利路",3室2厅,89平米,东南,简装,低楼层(共56层) ,,板楼,179.9 万,20214 元,4,,,VR看装修 | 房本满两年 | 随时看房,https://dg.lianjia.com/ershoufang/105119827753.html
天虹商圈  全新装修3房   高楼层  视野无遮挡,"金洲豪苑 , 地标",3室2厅,98.39平米,北,精装,高楼层(共18层) ,,板楼,140 万,14230 元,5,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105108771511.html
御江1号 一线江景三房，户型方正。,"御江1号 , 横沥镇",3室2厅,106.6平米,东南,毛坯,中楼层(共29层) ,,塔楼,126 万,11820 元,0,,,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105118700509.html
横沥碧桂园108平三房两位业主诚意出售有钥匙,"横沥碧桂园 , 横沥镇",3室2厅,107.59平米,南,简装,32层 ,,板塔结合,120 万,11154 元,2,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105122084617.html
房子满五唯一，税费少，采光充足，楼层装修保养好。,"兴贸广场 , 凤岗镇",3室2厅,117平米,东南,简装,9层 ,,板塔结合,85 万,7265 元,4,,,VR看装修 | 房本满五年,https://dg.lianjia.com/ershoufang/105121746346.html
常平东站旁，大三房朝南看花园，业主急卖.,"卓越蔚蓝城邦 , 常平镇",3室1厅,118.9平米,南 西南,简装,33层 ,,板塔结合,110 万,9252 元,0,,,VR看装修 | 随时看房,https://dg.lianjia.com/ershoufang/105121997995.html
海德骏园南北对流3房，全屋硅藻泥，基本全新没住过,"海德骏园 , 望牛墩镇",3室2厅,116.95平米,南,精装,低楼层(共24层) ,,塔楼,125 万,10689 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105112554153.html
安娜花园复式两房，视野开阔，楼上楼下动静分明！,"安娜花园 , 横沥镇",2室1厅,105平米,西南,简装,高楼层(共6层) ,,塔楼,49 万,4667 元,0,,,VR房源 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105122019472.html
松山湖旁，中惠松湖城三期大四房，业主自住标准保养好,"中惠松湖城三期 , 寮步",4室1厅,121.65平米,南,精装,26层 ,,塔楼,198 万,16277 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://dg.lianjia.com/ershoufang/105121792813.html
